City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,new norfolk,-42.7826,147.0587,9.4,95,100,1.23,AU,1714935775
365,puerto francisco de orellana,-0.4667,-76.9667,26.03,89,75,2.06,EC,1714935775
366,atafu village,-8.5421,-172.5159,28.98,76,31,3.23,TK,1714935776
367,ambovombe,-25.1667,46.0833,19.76,77,2,3.77,MG,1714935776
368,manggar,-2.8833,108.2667,27.54,81,32,2.77,ID,1714935777
369,aztec,36.8222,-107.9929,20.08,46,100,2.68,US,1714935778
370,stettler,52.3168,-112.7186,13.86,30,100,9.26,CA,1714935723
371,zelenogorskiy,55.0333,87.0,9.93,86,100,3.82,RU,1714935779
372,konstantinovka,49.6167,127.9833,6.29,75,0,1.51,RU,1714935780
373,las khorey,11.1595,48.1967,30.52,79,71,3.15,SO,1714935780
374,taroa,8.7058,171.2275,28.66,72,100,8.42,MH,1714935781
375,naivasha,-0.7167,36.4359,15.61,94,100,1.6,KE,1714935782
376,antsiranana,-12.2787,49.2917,25.77,73,13,7.57,MG,1714935740
377,metlili chaamba,32.2667,3.6333,32.52,11,0,4.63,DZ,1714935784
378,fort bragg,35.139,-79.006,24.02,81,100,3.09,US,1714935785
379,goure,13.9835,10.2704,33.53,14,0,3.47,NE,1714935786
380,lodja,-3.4833,23.4333,24.99,61,100,1.36,CD,1714935786
381,badger,64.8,-147.5333,11.69,45,0,2.57,US,1714935787
382,trujillo,-8.116,-79.03,18.98,88,40,6.17,PE,1714935612
383,harstad,68.799,16.5293,2.65,64,6,3.81,NO,1714935558
384,salinopolis,-0.6136,-47.3561,28.49,79,69,5.4,BR,1714935789
385,zakamensk,50.3741,103.2863,7.41,63,51,0.58,RU,1714935789
386,al kharijah,25.4514,30.5464,25.79,18,0,5.07,EG,1714935790
387,timbuktu,16.7735,-3.0074,38.51,11,12,3.94,ML,1714935791
388,dalby,-27.1833,151.2667,16.51,78,7,2.93,AU,1714935791
389,chonchi,-42.6128,-73.8092,7.29,83,99,3.15,CL,1714935792
390,charters towers,-20.1,146.2667,21.16,79,95,2.55,AU,1714935793
391,farrukhabad,27.4,79.5667,33.37,18,0,2.76,IN,1714935793
392,arroio grande,-32.2375,-53.0869,24.72,81,33,3.42,BR,1714935690
393,saint-francois,46.4154,3.9054,14.68,95,100,2.57,FR,1714935795
394,maturin,9.75,-63.1767,33.32,47,99,4.46,VE,1714935796
395,ramadi,33.4226,43.3058,27.05,20,100,3.58,IQ,1714935797
396,aritao,16.2979,121.0345,22.09,89,67,0.82,PH,1714935797
397,novospasskoye,53.1468,47.7514,9.5,89,100,11.12,RU,1714935798
398,lorengau,-2.0226,147.2712,27.08,85,100,1.75,PG,1714935799
399,south grafton,-29.7,152.95,13.59,97,2,1.3,AU,1714935800
400,nyurba,63.2842,118.3319,-7.66,99,61,1.51,RU,1714935801
401,wanning,18.8003,110.3967,24.03,93,44,1.68,CN,1714935802
402,lone grove,34.1754,-97.2628,22.68,80,75,4.12,US,1714935600
403,nikolayevsk-on-amure,53.1406,140.73,0.68,71,14,1.79,RU,1714935575
404,al burayqah,30.4062,19.5739,18.54,66,0,4.82,LY,1714935803
405,tagta,41.6504,59.9164,16.97,72,0,3.09,TM,1714935804
406,tucupita,9.0622,-62.051,29.82,73,90,3.71,VE,1714935805
407,alesund,62.4723,6.1549,9.78,89,20,3.09,NO,1714935806
408,mulayjah,27.271,48.4242,28.5,36,0,7.08,SA,1714935807
409,taltal,-25.4,-70.4833,18.71,64,100,2.22,CL,1714935620
410,yorkton,51.2167,-102.4677,14.91,31,20,5.66,CA,1714935545
411,palikir - national government center,6.9248,158.1611,27.41,83,100,2.06,FM,1714935809
412,st. thomas,42.7736,-81.1804,18.45,83,99,4.92,CA,1714935809
413,whakatane,-37.9585,176.9854,9.7,98,41,1.83,NZ,1714935810
414,balkanabat,39.5108,54.3671,22.78,45,0,5.35,TM,1714935811
415,beloyarskiy,63.7119,66.6722,-10.56,94,18,2.24,RU,1714935812
416,ovruch,51.3246,28.8035,14.56,61,99,1.67,UA,1714935812
417,codrington,-38.2667,141.9667,10.81,88,0,4.04,AU,1714935813
418,boguchany,58.3814,97.4531,11.03,76,100,4.02,RU,1714935814
419,tarfaya,27.9358,-12.9218,19.09,80,100,8.15,MA,1714935815
420,preston,53.7667,-2.7167,15.41,82,96,2.33,GB,1714935815
421,suva,-18.1416,178.4415,25.71,100,75,4.12,FJ,1714935816
422,alo,7.4178,6.7371,29.73,70,14,2.49,NG,1714935817
423,cockburn town,21.4612,-71.1419,27.98,69,100,7.2,TC,1714935768
424,black river,18.0264,-77.8487,30.8,64,2,7.56,JM,1714935818
425,yatou,37.15,122.3833,11.15,96,100,4.57,CN,1714935819
426,kununurra,-15.7667,128.7333,25.99,44,21,3.6,AU,1714935819
427,colonia,50.9333,6.95,15.14,70,75,1.54,DE,1714935820
428,mar del plata,-38.0023,-57.5575,16.36,94,100,4.63,AR,1714935663
429,schuyler,42.4167,-76.883,14.77,89,100,5.32,US,1714935821
430,afaahiti,-17.75,-149.2833,27.93,84,17,9.38,PF,1714935822
431,tiznit,29.5833,-9.5,22.51,35,100,1.9,MA,1714935823
432,huanggang,23.677,116.9996,22.94,93,0,1.47,CN,1714935823
433,al jawf,29.5,38.75,24.69,19,0,5.37,SA,1714935741
434,laguna,38.421,-121.4238,15.05,54,75,2.06,US,1714935826
435,olinda,-8.0089,-34.8553,29.85,70,20,5.66,BR,1714935606
436,kokopo,-4.352,152.2633,24.41,94,100,1.61,PG,1714935827
437,tamanrasset,22.785,5.5228,28.95,21,20,5.14,DZ,1714935744
438,lamu,-2.2717,40.902,27.29,84,100,8.07,KE,1714935829
439,souillac,-20.5167,57.5167,24.21,78,75,5.66,MU,1714935830
440,talavera de la reina,39.9635,-4.8308,15.52,86,88,6.8,ES,1714935831
441,gap,44.6667,6.0,4.53,90,100,2.11,FR,1714935832
442,fada,9.5667,8.3,23.78,75,100,0.71,NG,1714935832
443,arkhangel'sk,64.5401,40.5433,-0.94,69,40,3.0,RU,1714935833
444,coahuayana de hidalgo,18.7,-103.6583,32.31,45,34,3.86,MX,1714935550
445,watseka,40.7762,-87.7364,18.52,59,10,2.44,US,1714935834
446,norrtalje,59.758,18.705,6.3,82,100,3.09,SE,1714935835
447,flying fish cove,-10.4217,105.6791,25.82,83,75,5.14,CX,1714935836
448,chibougamau,49.9168,-74.3659,10.79,93,100,6.17,CA,1714935713
449,la mana,-0.9333,-79.2167,27.19,83,100,0.69,EC,1714935837
450,bubanza,-3.1167,29.4,20.96,90,9,0.93,BI,1714935837
451,ko pha ngan,9.7578,100.0291,27.83,73,96,2.59,TH,1714935838
452,kropyvnytskyi,48.5132,32.2597,12.52,57,17,5.58,UA,1714935839
453,nelson bay,-32.7167,152.15,15.06,97,85,0.89,AU,1714935840
454,imbituba,-28.24,-48.6703,24.92,75,0,4.65,BR,1714935818
455,lammi,61.0833,25.0167,3.91,64,0,2.32,FI,1714935841
456,zemetchino,53.4973,42.6163,5.76,88,13,4.63,RU,1714935841
457,mae chai,19.346,99.814,27.21,44,13,1.61,TH,1714935844
458,port lincoln,-34.7333,135.8667,14.0,84,0,4.8,AU,1714935845
459,xining,36.6167,101.7667,11.6,33,19,0.74,CN,1714935846
460,lerwick,60.1545,-1.1494,9.0,97,100,2.61,GB,1714935846
461,vila velha,-20.3297,-40.2925,28.97,65,75,4.12,BR,1714935438
462,hibbing,47.4272,-92.9377,15.59,36,90,2.52,US,1714935581
463,nova granada,-20.5339,-49.3142,32.14,22,13,3.97,BR,1714935848
464,amahai,-3.3333,128.9167,30.11,84,100,0.93,ID,1714935850
465,praia da vitoria,38.7333,-27.0667,23.14,53,20,3.9,PT,1714935850
466,gannan,47.9147,123.5031,8.86,44,60,3.45,CN,1714935851
467,diplo,24.4667,69.584,28.37,57,0,6.94,PK,1714935852
468,youhao,47.8667,128.8333,5.71,82,100,1.37,CN,1714935852
469,brak,27.5496,14.2714,28.05,17,7,6.33,LY,1714935853
470,auki,-8.7676,160.7034,25.46,91,32,1.47,SB,1714935854
471,vilyuchinsk,52.9306,158.4028,1.63,83,93,1.66,RU,1714935854
472,kamloops,50.6665,-120.3192,17.7,44,75,3.6,CA,1714935661
473,rovnoye,50.7765,46.0509,11.6,46,18,11.39,RU,1714935856
474,okhotsk,59.3833,143.3,0.25,90,91,1.6,RU,1714935575
475,rustenburg,-25.6676,27.2421,17.99,27,5,1.42,ZA,1714935857
476,namrup,27.1833,95.3333,19.93,86,100,0.63,IN,1714935859
477,akjoujt,19.6969,-14.4164,37.9,7,0,4.37,MR,1714935860
478,sirte,31.2089,16.5887,18.69,63,2,4.01,LY,1714935860
479,levuka,50.1834,-105.4011,15.84,45,99,8.64,CA,1714935861
480,utica,43.1009,-75.2327,11.92,90,100,0.89,US,1714935655
481,washougal,45.5826,-122.3534,8.5,95,100,5.36,US,1714935863
482,port douglas,-16.4833,145.4667,22.8,85,100,3.26,AU,1714935453
483,tonj,7.2737,28.6822,31.86,34,61,0.48,SS,1714935454
484,uturoa,-16.7333,-151.4333,27.98,75,88,8.43,PF,1714935455
485,hit,33.6416,42.8251,26.13,21,7,4.81,IQ,1714935455
486,constantia,44.1833,28.65,9.38,63,0,4.72,RO,1714935456
487,waiuku,-37.25,174.75,12.85,94,100,1.33,NZ,1714935457
488,madang,-5.2246,145.7966,25.21,92,86,1.85,PG,1714935458
489,tianfu,37.1936,122.0511,11.18,94,100,4.57,CN,1714935459
490,tadif,36.3481,37.5309,14.17,75,80,4.32,SY,1714935459
491,waynesboro,38.0685,-78.8895,18.5,85,100,0.0,US,1714935232
492,molochnoye,59.2917,39.6787,1.78,84,100,5.81,RU,1714935461
493,bicske,47.4842,18.644,19.57,70,99,1.79,HU,1714935462
494,maun,-19.9833,23.4167,19.99,39,0,3.57,BW,1714935462
495,varna,43.2167,27.9167,12.08,82,0,1.54,BG,1714935463
496,novo aripuana,-5.1206,-60.3797,30.08,82,100,1.24,BR,1714935196
497,pangody,65.85,74.4859,-3.76,95,100,5.73,RU,1714935464
498,gaspe,48.8334,-64.4819,17.12,20,75,3.09,CA,1714935466
499,nikol'sk,53.7189,46.0712,5.89,93,29,6.13,RU,1714935466
500,motueka,-41.1333,173.0167,7.09,87,3,1.82,NZ,1714935467
501,igarka,67.4667,86.5833,-4.43,78,100,5.36,RU,1714935467
502,howrah,22.5892,88.3103,31.0,79,40,7.2,IN,1714935196
503,kill devil hills,36.0307,-75.676,21.75,81,100,6.69,US,1714935393
504,novodvinsk,64.4165,40.8122,-1.14,86,6,1.73,RU,1714935470
505,usinsk,65.9939,57.5281,-8.85,90,28,3.13,RU,1714935470
506,bouarfa,32.53,-1.95,23.39,7,5,3.64,MA,1714935471
507,seydi,39.4816,62.9137,20.5,46,3,4.24,TM,1714935472
508,soio,-6.1349,12.3689,26.41,86,24,5.09,AO,1714935472
509,nazarovo,56.0064,90.3914,12.86,91,100,2.24,RU,1714935473
510,farasan,16.7022,42.1183,30.15,69,13,4.19,SA,1714935474
511,capinzal,-27.3436,-51.6119,28.15,63,17,0.87,BR,1714935474
512,maragogi,-9.0122,-35.2225,27.81,71,100,4.06,BR,1714935475
513,naze,28.3667,129.4833,22.51,93,77,6.49,JP,1714935475
514,illizi,26.4833,8.4667,33.89,24,100,1.53,DZ,1714935358
515,sungai raya,0.7,108.9,25.99,89,11,1.21,ID,1714935476
516,swakopmund,-22.6833,14.5333,16.1,84,3,1.34,NA,1714935471
517,kankan,10.3854,-9.3057,35.61,21,3,1.12,GN,1714935478
518,awjilah,29.1081,21.2869,21.27,31,0,6.55,LY,1714935478
519,smithers,54.7804,-127.1743,10.18,76,100,2.06,CA,1714935194
520,jincheng,35.5022,112.8328,13.56,72,2,0.55,CN,1714935479
521,kurchatov,51.6601,35.6521,16.23,90,8,2.75,RU,1714935392
522,novosmolinskiy,56.2841,43.0507,4.75,90,100,5.44,RU,1714935480
523,louis trichardt,-23.0439,29.9032,17.04,43,0,1.12,ZA,1714935259
524,tobelo,1.7284,128.0095,25.46,89,100,3.97,ID,1714935482
525,aripuana,-9.1667,-60.6333,31.85,60,93,1.08,BR,1714935482
526,antofagasta,-23.65,-70.4,17.6,74,0,3.35,CL,1714935370
527,yangjiang,21.85,111.9667,24.72,94,100,0.6,CN,1714935484
528,dhidhdhoo,6.8833,73.1,29.79,75,61,4.12,MV,1714935485
529,cambria,35.5641,-121.0808,13.67,83,6,2.68,US,1714935485
530,kosong,38.3788,128.4676,13.27,99,100,0.82,KR,1714935486
531,hlusk,52.903,28.6845,13.7,71,98,2.14,BY,1714935441
532,muar,2.0442,102.5689,27.24,84,44,2.28,MY,1714935487
533,torghay,49.6339,63.4981,8.05,42,25,4.11,KZ,1714935489
534,la sierpe,2.8518,-77.6155,28.1,79,100,2.02,CO,1714935489
535,buncrana,55.1333,-7.45,13.87,93,99,2.2,IE,1714935490
536,mejit,10.2753,170.8646,27.73,77,100,7.99,MH,1714935490
537,angra dos reis,-23.0067,-44.3181,26.79,65,6,1.2,BR,1714935486
538,uruzgan,32.8333,66.0,18.62,44,0,0.94,AF,1714935492
539,at taj,24.2049,23.2857,25.88,20,0,6.17,LY,1714935493
540,san policarpio,12.0675,124.5625,24.62,92,25,2.24,PH,1714935493
541,rye,40.9807,-73.6837,10.63,86,100,5.14,US,1714935494
542,kalashnikovo,57.2824,35.2262,0.93,83,17,2.2,RU,1714935494
543,al faw,29.9776,48.4741,29.0,64,3,5.44,IQ,1714935495
544,podgornoye,51.735,39.1496,11.12,93,75,2.0,RU,1714935341
545,kalabagh,32.965,71.557,30.43,29,0,1.96,PK,1714935496
546,luorong,24.4058,109.6086,21.34,83,100,1.83,CN,1714935497
547,luena,-11.7833,19.9167,17.27,58,0,0.9,AO,1714935497
548,fisterra,42.9049,-9.2629,13.75,75,8,5.05,ES,1714935498
549,sorong,-0.8833,131.25,26.37,84,100,1.86,ID,1714935499
550,trani,41.2727,16.4154,18.32,66,100,1.83,IT,1714935499
551,thunder bay,48.4001,-89.3168,15.95,36,75,6.69,CA,1714935448
552,tual,-5.6667,132.75,28.41,80,100,6.78,ID,1714935501
553,nuuk,64.1835,-51.7216,-3.4,58,0,6.71,GL,1714935460
554,shengli,37.4564,118.4856,13.39,88,100,3.76,CN,1714935358
555,kashkhatau,43.3185,43.608,4.31,99,100,0.7,RU,1714935503
556,champerico,14.3,-91.9167,35.3,66,99,4.91,GT,1714935404
557,vadso,70.0744,29.7487,-0.91,74,75,5.66,NO,1714935455
558,tocopilla,-22.092,-70.1979,21.65,64,21,4.04,CL,1714935920
559,alzamay,55.5562,98.6644,11.33,75,100,2.43,RU,1714935506
560,la plata,-34.9215,-57.9545,20.14,92,100,1.14,AR,1714935601
561,torre del mar,36.7414,-4.0946,25.48,49,100,3.4,ES,1714935507
562,haiku-pauwela,20.9219,-156.3051,21.9,78,20,10.8,US,1714935508
563,nago,26.5881,127.9761,25.22,93,100,3.11,JP,1714935508
564,huarmey,-10.0681,-78.1522,23.09,75,24,4.72,PE,1714935509
565,nusaybin,37.0778,41.2178,17.77,42,0,3.09,TR,1714935510
566,muynoq,43.7683,59.0214,16.65,56,12,5.98,UZ,1714935511
567,mordovo,52.0834,40.77,8.84,87,84,2.58,RU,1714935512
568,rio gallegos,-51.6226,-69.2181,5.03,56,75,7.2,AR,1714935480
569,winnemucca,40.973,-117.7357,4.94,50,99,8.66,US,1714935513
570,montepuez,-13.1256,38.9997,21.17,76,5,1.82,MZ,1714935514
571,ji'an,27.1172,114.9793,17.62,91,100,0.37,CN,1714935515
572,minas de marcona,-15.2119,-75.1103,21.17,62,6,7.37,PE,1714935406
573,savanna-la-mar,18.219,-78.1332,31.07,65,48,3.36,JM,1714935516
574,pindi gheb,33.2402,72.2661,27.85,36,0,1.55,PK,1714935517
575,itupiranga,-5.1347,-49.3267,35.18,59,87,1.97,BR,1714935258
576,fortaleza,-3.7227,-38.5247,30.07,74,40,5.66,BR,1714935930
577,mount darwin,-16.7725,31.5838,16.79,59,0,0.96,ZW,1714935519
578,narowal,32.1,74.8833,27.94,33,0,2.79,PK,1714935519
